county_name,state_name,county_id
ORANGE,FLORIDA,12095
OSCEOLA,FLORIDA,12097
PALM BEACH,FLORIDA,12099
PASCO,FLORIDA,12101
PINELLAS,FLORIDA,12103
POLK,FLORIDA,12105
PUTNAM,FLORIDA,12107
SAINT JOHNS,FLORIDA,12109
SAINT LUCIE,FLORIDA,12111
SANTA ROSA,FLORIDA,12113
SARASOTA,FLORIDA,12115
SEMINOLE,FLORIDA,12117
SUMTER,FLORIDA,12119
SUWANNEE,FLORIDA,12121
TAYLOR,FLORIDA,12123
UNION,FLORIDA,12125
VOLUSIA,FLORIDA,12127
WAKULLA,FLORIDA,12129
WALTON,FLORIDA,12131
WASHINGTON,FLORIDA,12133
APPLING,GEORGIA,13001
ATKINSON,GEORGIA,13003
BACON,GEORGIA,13005
BAKER,GEORGIA,13007
BALDWIN,GEORGIA,13009
BANKS,GEORGIA,13011
BARROW,GEORGIA,13013
BARTOW,GEORGIA,13015
BEN HILL,GEORGIA,13017
BERRIEN,GEORGIA,13019
BIBB,GEORGIA,13021
BLECKLEY,GEORGIA,13023
BRANTLEY,GEORGIA,13025
BROOKS,GEORGIA,13027
BRYAN,GEORGIA,13029
BULLOCH,GEORGIA,13031
BURKE,GEORGIA,13033
BUTTS,GEORGIA,13035
CALHOUN,GEORGIA,13037
CAMDEN,GEORGIA,13039
CANDLER,GEORGIA,13043
CARROLL,GEORGIA,13045
CATOOSA,GEORGIA,13047
CHARLTON,GEORGIA,13049
CHATHAM,GEORGIA,13051
CHATTAHOOCHEE,GEORGIA,13053
CHATTOOGA,GEORGIA,13055
CHEROKEE,GEORGIA,13057
CLARKE,GEORGIA,13059
CLAY,GEORGIA,13061
CLAYTON,GEORGIA,13063
CLINCH,GEORGIA,13065
COBB,GEORGIA,13067
COFFEE,GEORGIA,13069
COLQUITT,GEORGIA,13071
COLUMBIA,GEORGIA,13073
COOK,GEORGIA,13075
COWETA,GEORGIA,13077
CRAWFORD,GEORGIA,13079
CRISP,GEORGIA,13081
DADE,GEORGIA,13083
DAWSON,GEORGIA,13085
DECATUR,GEORGIA,13087
DEKALB,GEORGIA,13089
DODGE,GEORGIA,13091
DOOLY,GEORGIA,13093
DOUGHERTY,GEORGIA,13095
DOUGLAS,GEORGIA,13097
EARLY,GEORGIA,13099
ECHOLS,GEORGIA,13101
EFFINGHAM,GEORGIA,13103
ELBERT,GEORGIA,13105
EMANUEL,GEORGIA,13107
EVANS,GEORGIA,13109
FANNIN,GEORGIA,13111
FAYETTE,GEORGIA,13113
FLOYD,GEORGIA,13115
FORSYTH,GEORGIA,13117
FRANKLIN,GEORGIA,13119
FULTON,GEORGIA,13121
GILMER,GEORGIA,13123
GLASCOCK,GEORGIA,13125
GLYNN,GEORGIA,13127
GORDON,GEORGIA,13129
GRADY,GEORGIA,13131
GREENE,GEORGIA,13133
GWINNETT,GEORGIA,13135
HABERSHAM,GEORGIA,13137
HALL,GEORGIA,13139
HANCOCK,GEORGIA,13141
HARALSON,GEORGIA,13143
HARRIS,GEORGIA,13145
HART,GEORGIA,13147
HEARD,GEORGIA,13149
HENRY,GEORGIA,13151
HOUSTON,GEORGIA,13153
IRWIN,GEORGIA,13155
JACKSON,GEORGIA,13157
JASPER,GEORGIA,13159
JEFF DAVIS,GEORGIA,13161
JEFFERSON,GEORGIA,13163
JENKINS,GEORGIA,13165
JOHNSON,GEORGIA,13167
JONES,GEORGIA,13169
LAMAR,GEORGIA,13171
LANIER,GEORGIA,13173
LAURENS,GEORGIA,13175
LEE,GEORGIA,13177
LIBERTY,GEORGIA,13179
LINCOLN,GEORGIA,13181
LONG,GEORGIA,13183
LOWNDES,GEORGIA,13185
LUMPKIN,GEORGIA,13187
MCDUFFIE,GEORGIA,13189
MCINTOSH,GEORGIA,13191
MACON,GEORGIA,13193
MADISON,GEORGIA,13195
MARION,GEORGIA,13197
MERIWETHER,GEORGIA,13199
MILLER,GEORGIA,13201
MITCHELL,GEORGIA,13205
MONROE,GEORGIA,13207
MONTGOMERY,GEORGIA,13209
MORGAN,GEORGIA,13211
MURRAY,GEORGIA,13213
MUSCOGEE,GEORGIA,13215
NEWTON,GEORGIA,13217
OCONEE,GEORGIA,13219
OGLETHORPE,GEORGIA,13221
PAULDING,GEORGIA,13223
PEACH,GEORGIA,13225
PICKENS,GEORGIA,13227
PIERCE,GEORGIA,13229
PIKE,GEORGIA,13231
POLK,GEORGIA,13233
PULASKI,GEORGIA,13235
PUTNAM,GEORGIA,13237
QUITMAN,GEORGIA,13239
RABUN,GEORGIA,13241
RANDOLPH,GEORGIA,13243
RICHMOND,GEORGIA,13245
ROCKDALE,GEORGIA,13247
SCHLEY,GEORGIA,13249
SCREVEN,GEORGIA,13251
SEMINOLE,GEORGIA,13253
SPALDING,GEORGIA,13255
STEPHENS,GEORGIA,13257
STEWART,GEORGIA,13259
SUMTER,GEORGIA,13261
TALBOT,GEORGIA,13263
TALIAFERRO,GEORGIA,13265
TATTNALL,GEORGIA,13267
TAYLOR,GEORGIA,13269
TELFAIR,GEORGIA,13271
TERRELL,GEORGIA,13273
THOMAS,GEORGIA,13275
TIFT,GEORGIA,13277
TOOMBS,GEORGIA,13279
TOWNS,GEORGIA,13281
TREUTLEN,GEORGIA,13283
TROUP,GEORGIA,13285
TURNER,GEORGIA,13287
TWIGGS,GEORGIA,13289
UNION,GEORGIA,13291
UPSON,GEORGIA,13293
WALKER,GEORGIA,13295
WALTON,GEORGIA,13297
WARE,GEORGIA,13299
WARREN,GEORGIA,13301
WASHINGTON,GEORGIA,13303
WAYNE,GEORGIA,13305
WEBSTER,GEORGIA,13307
WHEELER,GEORGIA,13309
WHITE,GEORGIA,13311
WHITFIELD,GEORGIA,13313
WILCOX,GEORGIA,13315
WILKES,GEORGIA,13317
WILKINSON,GEORGIA,13319
WORTH,GEORGIA,13321
HAWAII,HAWAII,15001
HONOLULU,HAWAII,15003
KALAWAO,HAWAII,15005
KAUAI,HAWAII,15007
MAUI,HAWAII,15009
ADA,IDAHO,16001
ADAMS,IDAHO,16003
BANNOCK,IDAHO,16005
BEAR LAKE,IDAHO,16007
BENEWAH,IDAHO,16009
BINGHAM,IDAHO,16011
BLAINE,IDAHO,16013
BOISE,IDAHO,16015
BONNER,IDAHO,16017
BONNEVILLE,IDAHO,16019
BOUNDARY,IDAHO,16021
BUTTE,IDAHO,16023
CAMAS,IDAHO,16025
CANYON,IDAHO,16027
CARIBOU,IDAHO,16029
CASSIA,IDAHO,16031
CLARK,IDAHO,16033
CLEARWATER,IDAHO,16035
CUSTER,IDAHO,16037
ELMORE,IDAHO,16039
FRANKLIN,IDAHO,16041
FREMONT,IDAHO,16043
GEM,IDAHO,16045
GOODING,IDAHO,16047
IDAHO,IDAHO,16049
JEFFERSON,IDAHO,16051
JEROME,IDAHO,16053
KOOTENAI,IDAHO,16055
LATAH,IDAHO,16057
LEMHI,IDAHO,16059
LEWIS,IDAHO,16061
LINCOLN,IDAHO,16063
MADISON,IDAHO,16065
MINIDOKA,IDAHO,16067
NEZ PERCE,IDAHO,16069
ONEIDA,IDAHO,16071
OWYHEE,IDAHO,16073
PAYETTE,IDAHO,16075
POWER,IDAHO,16077
SHOSHONE,IDAHO,16079
TETON,IDAHO,16081
TWIN FALLS,IDAHO,16083
VALLEY,IDAHO,16085
WASHINGTON,IDAHO,16087
ADAMS,ILLINOIS,17001
ALEXANDER,ILLINOIS,17003
BOND,ILLINOIS,17005
BOONE,ILLINOIS,17007
BROWN,ILLINOIS,17009
BUREAU,ILLINOIS,17011
CALHOUN,ILLINOIS,17013
CARROLL,ILLINOIS,17015
CASS,ILLINOIS,17017
CHAMPAIGN,ILLINOIS,17019
CHRISTIAN,ILLINOIS,17021
CLARK,ILLINOIS,17023
CLAY,ILLINOIS,17025
CLINTON,ILLINOIS,17027
COLES,ILLINOIS,17029
COOK,ILLINOIS,17031
CRAWFORD,ILLINOIS,17033
CUMBERLAND,ILLINOIS,17035
DEKALB,ILLINOIS,17037
DE WITT,ILLINOIS,17039
DOUGLAS,ILLINOIS,17041
DUPAGE,ILLINOIS,17043
EDGAR,ILLINOIS,17045
EDWARDS,ILLINOIS,17047
EFFINGHAM,ILLINOIS,17049
FAYETTE,ILLINOIS,17051
FORD,ILLINOIS,17053
FRANKLIN,ILLINOIS,17055
FULTON,ILLINOIS,17057
GALLATIN,ILLINOIS,17059
GREENE,ILLINOIS,17061
GRUNDY,ILLINOIS,17063
HAMILTON,ILLINOIS,17065
HANCOCK,ILLINOIS,17067
HARDIN,ILLINOIS,17069
HENDERSON,ILLINOIS,17071
HENRY,ILLINOIS,17073
IROQUOIS,ILLINOIS,17075
JACKSON,ILLINOIS,17077
JASPER,ILLINOIS,17079
JEFFERSON,ILLINOIS,17081
JERSEY,ILLINOIS,17083
JO DAVIESS,ILLINOIS,17085
JOHNSON,ILLINOIS,17087
KANE,ILLINOIS,17089
KANKAKEE,ILLINOIS,17091
KENDALL,ILLINOIS,17093
KNOX,ILLINOIS,17095
LAKE,ILLINOIS,17097
LASALLE,ILLINOIS,17099
LAWRENCE,ILLINOIS,17101
LEE,ILLINOIS,17103
LIVINGSTON,ILLINOIS,17105
LOGAN,ILLINOIS,17107
MCDONOUGH,ILLINOIS,17109
MCHENRY,ILLINOIS,17111
MCLEAN,ILLINOIS,17113
MACON,ILLINOIS,17115
MACOUPIN,ILLINOIS,17117
MADISON,ILLINOIS,17119
MARION,ILLINOIS,17121
MARSHALL,ILLINOIS,17123
MASON,ILLINOIS,17125
MASSAC,ILLINOIS,17127
MENARD,ILLINOIS,17129
MERCER,ILLINOIS,17131
MONROE,ILLINOIS,17133
MONTGOMERY,ILLINOIS,17135
MORGAN,ILLINOIS,17137
MOULTRIE,ILLINOIS,17139
OGLE,ILLINOIS,17141
PEORIA,ILLINOIS,17143
PERRY,ILLINOIS,17145
PIATT,ILLINOIS,17147
PIKE,ILLINOIS,17149
POPE,ILLINOIS,17151
PULASKI,ILLINOIS,17153
PUTNAM,ILLINOIS,17155
RANDOLPH,ILLINOIS,17157
RICHLAND,ILLINOIS,17159
ROCK ISLAND,ILLINOIS,17161
SAINT CLAIR,ILLINOIS,17163
SALINE,ILLINOIS,17165
SANGAMON,ILLINOIS,17167
SCHUYLER,ILLINOIS,17169
SCOTT,ILLINOIS,17171
SHELBY,ILLINOIS,17173
STARK,ILLINOIS,17175
STEPHENSON,ILLINOIS,17177
TAZEWELL,ILLINOIS,17179
UNION,ILLINOIS,17181
VERMILION,ILLINOIS,17183
WABASH,ILLINOIS,17185
WARREN,ILLINOIS,17187
WASHINGTON,ILLINOIS,17189
WAYNE,ILLINOIS,17191
WHITE,ILLINOIS,17193
WHITESIDE,ILLINOIS,17195
WILL,ILLINOIS,17197
WILLIAMSON,ILLINOIS,17199
WINNEBAGO,ILLINOIS,17201
WOODFORD,ILLINOIS,17203
ADAMS,INDIANA,18001
ALLEN,INDIANA,18003
BARTHOLOMEW,INDIANA,18005
BENTON,INDIANA,18007
BLACKFORD,INDIANA,18009
BOONE,INDIANA,18011
BROWN,INDIANA,18013
CARROLL,INDIANA,18015
CASS,INDIANA,18017
CLARK,INDIANA,18019
CLAY,INDIANA,18021
CLINTON,INDIANA,18023
CRAWFORD,INDIANA,18025
DAVIESS,INDIANA,18027
DEARBORN,INDIANA,18029
DECATUR,INDIANA,18031
DEKALB,INDIANA,18033
DELAWARE,INDIANA,18035
DUBOIS,INDIANA,18037
ELKHART,INDIANA,18039
FAYETTE,INDIANA,18041
FLOYD,INDIANA,18043
FOUNTAIN,INDIANA,18045
FRANKLIN,INDIANA,18047
FULTON,INDIANA,18049
GIBSON,INDIANA,18051
GRANT,INDIANA,18053
GREENE,INDIANA,18055
HAMILTON,INDIANA,18057
HANCOCK,INDIANA,18059
HARRISON,INDIANA,18061
HENDRICKS,INDIANA,18063
HENRY,INDIANA,18065
HOWARD,INDIANA,18067
HUNTINGTON,INDIANA,18069
JACKSON,INDIANA,18071
JASPER,INDIANA,18073
JAY,INDIANA,18075
JEFFERSON,INDIANA,18077
JENNINGS,INDIANA,18079
JOHNSON,INDIANA,18081
KNOX,INDIANA,18083
KOSCIUSKO,INDIANA,18085
LAGRANGE,INDIANA,18087
LAKE,INDIANA,18089
LAPORTE,INDIANA,18091
LAWRENCE,INDIANA,18093
MADISON,INDIANA,18095
MARION,INDIANA,18097
MARSHALL,INDIANA,18099
MARTIN,INDIANA,18101
MIAMI,INDIANA,18103
MONROE,INDIANA,18105
MONTGOMERY,INDIANA,18107
MORGAN,INDIANA,18109
NEWTON,INDIANA,18111
NOBLE,INDIANA,18113
OHIO,INDIANA,18115
ORANGE,INDIANA,18117
OWEN,INDIANA,18119
PARKE,INDIANA,18121
PERRY,INDIANA,18123
PIKE,INDIANA,18125
PORTER,INDIANA,18127
POSEY,INDIANA,18129
PULASKI,INDIANA,18131
PUTNAM,INDIANA,18133
RANDOLPH,INDIANA,18135
RIPLEY,INDIANA,18137
RUSH,INDIANA,18139
SAINT JOSEPH,INDIANA,18141
SCOTT,INDIANA,18143
SHELBY,INDIANA,18145
SPENCER,INDIANA,18147
STARKE,INDIANA,18149
STEUBEN,INDIANA,18151
SULLIVAN,INDIANA,18153
SWITZERLAND,INDIANA,18155
TIPPECANOE,INDIANA,18157
TIPTON,INDIANA,18159
UNION,INDIANA,18161
VANDERBURGH,INDIANA,18163
VERMILLION,INDIANA,18165
VIGO,INDIANA,18167
WABASH,INDIANA,18169
WARREN,INDIANA,18171
WARRICK,INDIANA,18173
WASHINGTON,INDIANA,18175
WAYNE,INDIANA,18177
WELLS,INDIANA,18179
WHITE,INDIANA,18181
WHITLEY,INDIANA,18183
ADAIR,IOWA,19001
ADAMS,IOWA,19003
ALLAMAKEE,IOWA,19005
APPANOOSE,IOWA,19007
AUDUBON,IOWA,19009
BENTON,IOWA,19011
BLACK HAWK,IOWA,19013
BOONE,IOWA,19015
BREMER,IOWA,19017
BUCHANAN,IOWA,19019
BUENA VISTA,IOWA,19021
BUTLER,IOWA,19023
CALHOUN,IOWA,19025
CARROLL,IOWA,19027
CASS,IOWA,19029
CEDAR,IOWA,19031
CERRO GORDO,IOWA,19033
CHEROKEE,IOWA,19035
CHICKASAW,IOWA,19037
CLARKE,IOWA,19039
CLAY,IOWA,19041
CLAYTON,IOWA,19043
CLINTON,IOWA,19045
CRAWFORD,IOWA,19047
DALLAS,IOWA,19049
DAVIS,IOWA,19051
DECATUR,IOWA,19053
DELAWARE,IOWA,19055
DES MOINES,IOWA,19057
DICKINSON,IOWA,19059
DUBUQUE,IOWA,19061
EMMET,IOWA,19063
FAYETTE,IOWA,19065
FLOYD,IOWA,19067
FRANKLIN,IOWA,19069
FREMONT,IOWA,19071
GREENE,IOWA,19073
GRUNDY,IOWA,19075
GUTHRIE,IOWA,19077
HAMILTON,IOWA,19079
HANCOCK,IOWA,19081
HARDIN,IOWA,19083
HARRISON,IOWA,19085
HENRY,IOWA,19087
HOWARD,IOWA,19089
HUMBOLDT,IOWA,19091
IDA,IOWA,19093
IOWA,IOWA,19095
JACKSON,IOWA,19097
JASPER,IOWA,19099
